,index,flooded-other,guessDepth,AuthorEmail,structure_damage,float_number,geo_locality,beach_damage,photo_time,marinas_comments,structures_comments,AuthorName,weather_calc_24hr_precip,buildings_street,geo_neighborhood,TideDataObserved,storm_damage,whatFlooded,weather_windBearing,post_comment,buildings_damage,cause-other,URL,geo_administrative_area_level_1,weather_windSpeed,road_damage,road_other,MyCoastAI-description,report_icon,from_device,response_other,anonymous,road_comments,ID #,images,location_latitude,buildings_comments,guessCause,geo_route,report_created,reportType,hazmat_damage damage-cat,alternate-location-name,boat_number,weather_temperature,photo_date,location_longitude,TideDataPredicted,beach_comments,marinas_damage,geo_administrative_area_level_2,hazmat_comments,brightness
1302,102,,,,,,,,08:05,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/137604,NY,16.5,,,,highwater.svg,Can reports - Airtable,,,,137604,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03005326/90b57fb0862e75c11f5a806294534400a06f50f3.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03005325/4d406a943f372b600d0bfebdd7cce0c81249c1bb.jpg,40.6562657,,,Russell St,2023-11-03T04:53:24Z,Flood Watch,,,,55.3,2019-10-11,-73.8289975,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,115.01
1303,103,,,,,,,,07:57,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/139648,NY,16.5,,,,highwater.svg,Can reports - Airtable,,,,139648,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03110930/65583ae726917e3496e78d9e15f64bd93e5596db.jpg,40.6520113,,,164th Ave,2023-11-03T15:09:29Z,Flood Watch,,,,55.3,2019-10-11,-73.8293492,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,96.52
1304,104,,,,,,,,07:55,,,,0.0,,Arverne,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/134614,NY,16.7,,,,highwater.svg,Can reports - Airtable,,,,134614,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02091201/7333c084e61ee54bfc09b07b8dabceecf1fda2a4.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02091159/a80dc11c424cfc61599ae6cea14844e2a7e8fe6d.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02091157/129daf53e357a2a5ad51458e7bc6d295a9b26d44.jpg,40.5918775,,,Beach 61st St,2023-11-02T13:11:57Z,Flood Watch,,,,55.2,2019-10-11,-73.7903541,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,125.2
1305,105,,,,,,,,07:46,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,11.0,,,,https://mycoast.org/reports/138059,NY,16.8,,,,highwater.svg,Can reports - Airtable,,,,138059,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03030516/b6c8efb400242936d5dd376b4dfd402b5ca85bd2.jpg,40.5962928,,,Beach 36th St,2023-11-03T07:05:16Z,Flood Watch,,,,55.2,2019-10-11,-73.7687446,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,122.6
1306,106,,,,,,,,07:44,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,11.0,,,,https://mycoast.org/reports/136098,NY,16.8,,,,highwater.svg,Can reports - Airtable,,,,136098,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02170213/a17cd3cfc2a524085b38ee0e12168568b892af48.jpg,40.5963518,,,35 St,2023-11-02T21:02:11Z,Flood Watch,,,,55.2,2019-10-11,-73.7677406,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8516881&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,105.55
1307,107,,,,,,,,07:30,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/135732,NY,16.5,,,,highwater.svg,Can reports - Airtable,,,,135732,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02151450/8509af7f9f92acc1dfa6e1826cdf314432a53ee8.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02151449/ef5fe4c0fcc7111be58e995c1a6538bf317aa91d.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02151447/fcd7ea80853d635c720f30fb893e50f1a922b65d.jpg,40.651424,,,164th Rd,2023-11-02T19:14:47Z,Flood Watch,,,,55.3,2019-10-11,-73.8300655,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,119.9
1308,108,,,,,,,,07:30,,,,0.0,,Old Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/138760,NY,16.4,,,,highwater.svg,Can reports - Airtable,,,,138760,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03063628/cb42137dd413fdca6d12e1fa9245ddd4c52e5ae2.jpg,40.6586341,,,,2023-11-03T10:36:28Z,Flood Watch,,,,55.3,2019-10-11,-73.8310789,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,117.24
1309,109,,,,,,,,07:15,,,,0.0,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/138199,NY,17.3,,,,highwater.svg,Can reports - Airtable,,,,138199,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03034609/721c386e2c9d75c83070fbd1b91a754c7049d85d.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03034608/afe6f66fd182511555d422cdbaa79101b425be54.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03034607/6d39c168a841bec1792d20dc9f017b6ded8fdeae.jpg,40.6092339,,,E 6th Rd,2023-11-03T07:46:06Z,Flood Watch,,,,55.1,2019-10-11,-73.8179902,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,136.65
1310,110,,,,,,,,06:55,,,,0.0,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/138993,NY,17.1,,,,highwater.svg,Can reports - Airtable,,,,138993,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03074957/d04bceed42825a91f4e0a981c253f3beb73e42f5.jpg,40.6519117,,,164th Ave,2023-11-03T11:49:57Z,Flood Watch,,,,55.1,2019-10-11,-73.8300447,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,103.69
1311,111,,,,,,,,06:45,,,,0.0,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=6,,,12.0,,,,https://mycoast.org/reports/137645,NY,17.1,,,,highwater.svg,Can reports - Airtable,,,,137645,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03010618/89d99b5c45a660d574083d294048ca2f5eafbab2.jpg,40.6031885,,,W 14th Rd,2023-11-03T05:06:17Z,Flood Watch,,,,55.1,2019-10-11,-73.8217664,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191010&edate=20191012&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,98.41
1312,112,,,,,,,,22:14,,,,0.001,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,23.0,,,Overflow from other streets,https://mycoast.org/reports/134563,NY,25.1,,,,highwater.svg,Can reports - Airtable,,,,134563,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02085538/f33f64a8934cce51ad865d1e83c736d7f48225ed.jpg,40.6560529,,Overland flooding (Nearby waterbody),102nd St,2023-11-02T12:55:37Z,Flood Watch,,,,61.2,2019-10-10,-73.8307684,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,56.84
1313,113,,,,,,,,22:00,,,,0.001,,Old Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,23.0,,,Overflow from other streets,https://mycoast.org/reports/134769,NY,25.2,,,,highwater.svg,Can reports - Airtable,,,,134769,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02100221/a022cf7a142652ae6175d7f63b1f76b385ddc9ee.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02100219/f1a1ac488b5edef896b76381bbdfa057d8e2d069.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02100216/3549c260e983d8b3ad3b425e0651e6737ac76f78.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02100213/3e9167ee89dc72589b110d16a5a56c220e4c1632.jpg,40.6534282,,Storm drain (Water pooling near a storm drain),Davenport Ct,2023-11-02T14:02:12Z,Flood Watch,,,,61.2,2019-10-10,-73.8300809,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,62.53
1314,114,,,,,,,,20:37,,,,0.001,,Old Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,22.0,,,Overflow from other streets,https://mycoast.org/reports/137829,NY,22.8,,,,highwater.svg,Can reports - Airtable,,,,137829,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03015630/bf92548f228a6a4b474e71650fd02a7f5e4169bd.jpg,40.6534282,,Storm drain (Water pooling near a storm drain),Davenport Ct,2023-11-03T05:56:29Z,Flood Watch,,,,61.3,2019-10-10,-73.8300809,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,64.38
1315,115,,,,,,,,19:30,,,,0.001,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,13.0,,,,https://mycoast.org/reports/136032,NY,16.9,,,,highwater.svg,Can reports - Airtable,,,,136032,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02163957/5b5d5c6cc00666fb8d21850ff0d664d1f0c39587.jpg,40.6065818,,,Lanark Rd,2023-11-02T20:39:56Z,Flood Watch,,,,63.2,2019-10-10,-73.8162931,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,48.96
1316,116,,,,,,,,19:30,,,,0.001,,Old Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,13.0,,,Overflow from other streets,https://mycoast.org/reports/138666,NY,16.8,,,,highwater.svg,Can reports - Airtable,,,,138666,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03060719/ae8e4e63320f545e86ad19cda7f62b089b0d266f.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03060717/32522f434f60c965db5018c8b39c28fade3c2dca.jpg,40.6534282,,Storm drain (Water pooling near a storm drain),Davenport Ct,2023-11-03T10:07:17Z,Flood Watch,,,,63.3,2019-10-10,-73.8300809,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,59.69
1317,117,,,,,,,,19:26,,,,0.001,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,32.0,,,,https://mycoast.org/reports/135396,NY,14.1,,,,highwater.svg,Can reports - Airtable,,,,135396,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02133428/0030b33aeb2b4ea8f4c930e77c6c3cdf37586ec1.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02133427/b07503b1c32ea144522a85fc2a0aed8b7455f926.jpg,40.6539195,,Overland flooding (Nearby waterbody),Rau Ct,2023-11-02T17:34:26Z,Flood Watch,,,,64.4,2019-10-10,-73.83023,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,72.0
1318,118,,,,,,,,19:15,,,,0.001,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,32.0,,,,https://mycoast.org/reports/135460,NY,14.1,,,,highwater.svg,Can reports - Airtable,,,,135460,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02135528/e29d16bee662077fcde4411c742911250ad63916.jpg,40.6018791,,Overland flooding (Nearby waterbody),E 16th Rd,2023-11-02T17:55:27Z,Flood Watch,,,,64.4,2019-10-10,-73.822719,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,40.89
1319,119,,,,,,,,19:14,,,,0.001,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/138168,NY,14.0,,,,highwater.svg,Can reports - Airtable,,,,138168,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03033646/31fa2276855170f4547ad258602a648adbcd59db.jpg,40.6082407,,,Walton Rd,2023-11-03T07:36:45Z,Flood Watch,,,,64.4,2019-10-10,-73.8170891,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,67.78
1320,120,,,,,,,,19:12,,,,0.001,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/135850,NY,14.0,,,,highwater.svg,Can reports - Airtable,,,,135850,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02154946/d93613b22c41120be83c6bd37539fce69964c5cd.jpg,40.609457,,,Cross Bay Blvd,2023-11-02T19:49:45Z,Flood Watch,,,,64.4,2019-10-10,-73.8186307,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,61.01
1321,121,,,,,,,,19:10,,,,0.001,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/135906,NY,14.0,,,,highwater.svg,Can reports - Airtable,,,,135906,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02160457/cf027014b57cf077dbe2f3fbb57a84b4d3b173f1.jpg,40.6089583,,,E 6th Rd,2023-11-02T20:04:57Z,Flood Watch,,,,64.4,2019-10-10,-73.8171961,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,76.62
1322,122,,,,,,,,19:00,,,,0.001,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/135480,NY,14.0,,,,highwater.svg,Can reports - Airtable,,,,135480,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02140228/13b8cee6dc97f31ad8a3445ed0ccd6b2fb28ac65.jpg,40.6065652,,,E 9th Rd,2023-11-02T18:02:27Z,Flood Watch,,,,64.4,2019-10-10,-73.8166877,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,82.33
1323,123,,,,,,,,19:00,,,,0.001,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/135639,NY,14.0,,,,highwater.svg,Can reports - Airtable,,,,135639,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02145034/408adc005ada884b9f993d81801ec5eaf8bb3561.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02145032/65900de25fffd3aee18276838b39d77383b13952.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/02145031/434ea781f1c5454083999bda955a68b5709f6a54.jpg,40.6094153,,,Cross Bay Blvd,2023-11-02T18:50:29Z,Flood Watch,,,,64.4,2019-10-10,-73.8185211,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,73.77
1324,124,,,,,,,,18:55,,,,0.001,,Broad Channel,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/134555,NY,14.0,,,,highwater.svg,Can reports - Airtable,,,,134555,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02085322/6fc77897d3f1f99b023f8762283152b5d9930296.jpg,40.6093781,,,E 6th Rd,2023-11-02T12:53:21Z,Flood Watch,,,,64.4,2019-10-10,-73.8184125,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,70.82
1325,125,,,,,,,,18:45,,,,0.001,,Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,32.0,,,,https://mycoast.org/reports/138744,NY,14.1,,,,highwater.svg,Can reports - Airtable,,,,138744,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03063036/e6dca73485b3b91d2a39bb038573ac1e93cc68d0.jpg,40.6539195,,Overland flooding (Nearby waterbody),Rau Ct,2023-11-03T10:30:36Z,Flood Watch,,,,64.4,2019-10-10,-73.83023,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,77.47
1326,126,,,,,,,,18:42,,,,0.001,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/135334,NY,14.1,,,,highwater.svg,Can reports - Airtable,,,,135334,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02125708/fc01c7ef25db9619ae0bcd28d8ab5290535890c5.jpg,40.6060722,,,West 10th Road,2023-11-02T16:57:07Z,Flood Watch,,,,64.4,2019-10-10,-73.8222854,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,83.78
1327,127,,,,,,,,18:40,,,,0.001,,Old Howard Beach,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,32.0,,,Combination of Overland and Storm Drain,https://mycoast.org/reports/138363,NY,14.1,,,,highwater.svg,Can reports - Airtable,,,,138363,https://report-images.nyc3.digitaloceanspaces.com/2023/11/03043731/b6d3e28986ed99b14502bd7e446cf667c3c475ad.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03043729/aad3f6b2b8f1eed4304ae3864ae1635e6eade9ac.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03043728/a64bcae65f694d0be6a63a387955cee0e6762c2c.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/11/03043726/df159545ae5b9c4c18614f80412558d2b047e84f.jpg,40.6591219,,Storm drain (Water pooling near a storm drain),102nd St,2023-11-03T08:37:26Z,Flood Watch,,,,64.5,2019-10-10,-73.8311985,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,96.75
1328,128,,,,,,,,18:39,,,,0.001,,Far Rockaway,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=6,,,31.0,,,,https://mycoast.org/reports/136021,NY,14.0,,,,highwater.svg,Can reports - Airtable,,,,136021,https://report-images.nyc3.digitaloceanspaces.com/2023/11/02163629/607a4beeb887bfdf664daa5f2a2256ca05fbe58b.jpg,40.609457,,,Cross Bay Blvd,2023-11-02T20:36:28Z,Flood Watch,,,,64.4,2019-10-10,-73.8186307,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20191009&edate=20191011&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,70.59
